133	23 27 28 41 45 91 98 148 166 184 286 371
6	15 16 89 118
32 49	2 7 15 26 54 80 94 153
134	15 95 107 151 372 373
7	15 32 37 41 46 116 118 208
25	41 53 73 107 126 130 171 200 243
1 25 37 53	85 212
68	15 16 311
41	30 51 60 73 78 85 119 120 216
84	7 17 23 45 71 203
1 15	15 17 24 27 41 64 69 80 85 90 142
1	8 12 15 41 85 100 102 161 295
6 93 105	15 118
6	16 38 78 80
7	25 38 44 49 67 324
1 22 54	38 67
27 109	95 258
80	27 77 78 84 116 119 120 121 135 218
25	2 3 5 15 25 32 38 54 94 153 341 374 375
3 80	15 16 17 24 44 68 71 116 212
125	6 16 60 88 93 108 125 200 311 345 353 354 355 376 377 378
67 136	6 15 16 32 33 35 44 69 75 78 81 84 87 90 100 102 118 119 148 176 379
80	15 27 41 45 51 85 116 147 252
18 27 109	11 16 27 32 53 78 116 136 219 248 380
44	381
66 78 80	11 41 46 67 80 83 85 118 143 206 227 239 263 301 382
36 64	18 77 83 91 106 109 110 135 146 160 185 238 348
23 115	15 16 17 27 32 76 87 88 108 116 120 135 218
17	15 75 83 119 176 233
31	18 38 66 154 184 189
6	151 383
6 108	280
59	12 37 38 41 112 203 234 357 384 385
107	2 8 9 15 24 30 32 33 38 44 48 67 69 73 75 77 78 81 84 87 100 102 119 124 150 156 200 202 206 233 244 307
84	30 51 83
121	15 17 30 41 78 85 95
46 85 116 137 138 139	67 85 92 108 118 227 323
1	15 16 27 32 41 68 71 85 89 112 158
1	13 15 16 17 38 54 55 80 100 102 103 386 387
0	15 33 35 37 60 81 96 98 143 169 171 173 186 299
37	15 17 24 32 33 38 44 54 80 204
40 70	15 33 51 84
7	46 87 95
22 68 95	15 101 150 228 230 388 389
8	48 131
37	16 24 41 116 347
15	41 51 69 85 116 147 182 251
50	40 206 250
0	33 39 85 124
0 55 79	6 15 32 54 80 90 155
53	41 48 49 50 56 67 124
37	49 67 68
82	15 16 24 27 28 30 32 41 68 69 78 84 116 164
8 12	49 390
42 54	8 15 16 32 33 41 45 48 49 50 54 57 59 60 77 80 83 100 102 156 189
0	15 27 38 46 54 133 142 161
17	8 15 78 85 111 248
52 117	48 60 83 125 127 165
89	73 171 243 391
54	12 15 25 44 71 89 100 102 177 362
112	8 12 15 25 37 38 44 67
15	15 24 28 30 51 81 85
94	8 9 15 16 27 32 68 116 135 189 218
21	16 61
94	18 27 109
112	8 15 48 50 56 57 58 60 148
17	83
0 7	15 38 51 80 85 103 142 161
140	15 100 102 227
0	8 15 32 38 64 71 89 90
28	51 116 117 280 316
1 6 18 20 68	15 16 27 32 33 41 48 53 57 73 77 87 91 101 116 136 159 171 263 298 350
6	2 6 7 67 80 89
6	15 16 78 89 118 189 219
11 17 19 34 49 76	7 15 17 41 45 46 49 54 56 59 71
103	16 30 41 83 85 108 118 203 263
0 1	91 229 392 393 394 395
4 12	15 16 64 68 78 118 185
63	15 26 44 208 396
31 62	137 185
0 7	92 143 173
20 44 142	15 16 18 68 109 347 370 371 397 398
17 48 54	12 15 16 27 32 37 41 71 228
9	9 33 157 189 297
0	11 12 15 38 46 161
15 41 107	6 67 84 88 108 187 282 376
26	8
123	14 15 16 27 41 116
1	16 17 27 85 86 87 144 248 309 399
15 24	15 17 24 27 85
15	51 83
8	6 15 44 155
5 83	15 27 44 228
36 48 50	16 106
21	7 12 15 27 38 41 46 177
27 29 109	16 27 28 187
1 14	23 27 66 136 138 148 160 166 189 256 272 309 347
6	60 95 124
53 54	60 243 400
20 42 68	11 15 16 18 32 38 44 57 66 107 146 148 159 239 262 401 402
7	7 99
112	19
15	83 92 306
31	0 16 24 32 68 78 87 116 144 154 189 219
0 54	54 301 382 403
43	0 15 32 44 54 103 208 228
0 1 55	15 24 27 80 85 100 102 161 404
7	12 15 25 37 41 44 45 71 112 156
9	15 38 41 45 49 100 102
45 121	27 38 41 83 85 90 111 118 161
1	10 178 366
46	194
70	15 27 41 116 118
1	15 16 37 61 74 85 100 102 108 111 118 295
51	0 1 3 5 6 15 17 26 27 32 38 39 41 54 61 71 80 94 161 405
14 53	19 48 50 60 78 83 165 206
0 7	0 7 37 51 99
143	18 57 118 258
144	83 91 136 185 316
50	7 32 63 71 101 180 181 202 239 299
37	7 13 41 46 87
1 5 15 41 45 104	15 28 80 118
80	15 24 25 27 54 71 85
145	406
123	15 51 57 68 89 116 176 178 184 407
0 15	15 24 27 28 85 116
99	15 16 18 27 41 77 83 110 116 156 180 181 295
11 49 63 146 147	16 21 38 69 71 78 127 228 380
17 48	15 36 46 48 49 54 58 148
73	192 258 281
86	9 12 91 180 185
49 78	15 25 37 89
117	37 54 59 60 83 96 116 153 165
19 22	160
14	0 2 5 16 38 54 68 76 80 161 202 405 408 409
0 7 17 49	15 30 37 51 67 83 111 118 161
25	67 93 129 255 365
79	0 15 41 54 300 301
105	8 15 38 67 78 101 120 156 198 219
80	27 41 67 259
50	76 175
8 9	151 248
74	15 22 24 27 28 30 41 78 84 87 116 119 120 121 150 158 160 162 191 197 207 337 410
23	20
148 149	24 63 98 103 154 228 341 411 412
95	15 17 24 80 144
53	40 143 186
23	15 17 32 189
41	17 24 28 69 78 84 114 120 182 191
0	0 8 9 10 12 15 16 25 28 32 38 54 64 71 90 94 202 298 299
1	8 15 16 18 23 29 38 41 64 66 80 138 189 366
0 68	12 15 25 27 45 46 49 78 120 142 161
77	6 15 16 148
41	8 22 27 28 51 83 85 86 87 111 150 207
150	15 26 41 57 226
117	18 25 54 55 83 90 300 301 304
32	0 2 15 25 41 54 71 80 94 101 161 177
7 11 17 151	32 46 54 83 96 153 161 165
25	2 15 28 32 54 61 80 89 94 161
48	6 36 83 165 300 301 337
49	16 32 54 94
11	15 27 28 30 41 81 83 85 86 182
54	39 83 116 165 309
32	0 37 80 100 102
89 124	8 9 67 124 126 127 130 225 243 335 413
6	24 30 60 69 73 78 83 87 171 173 180 181
54	6 15 27 39 41 50 73 131
19 21 44 134 142	11 15 51 89 107 251 275
37	41 66 85 108 322
6 33	8 78 119 120 158 207 216 264
7 12 17 49	7 12 37 38 46 54 100 102
152	27 97 134 415 416
7	15 25 45 49 300 301
0 1	78 164 417 418 419 420
153	99 147 177 309
78	25 26 59 103 161 211
1	12 15 24 80 85 100 102 178 189 223 254 272 278 279 287 295
42	95
6 43	15 16 41 67 116 198 202 263 421
1 17 54 76 117	422
154	37 41 46 54 83 89 100 102
6 78	293
68	32 37 41 61 89 161
9	16 67 91 144 309 423
48 101	16 27 109
53	41 96
15	280
54	6 32 42 48 54 67 94
1	15 60 211
68	15 17 26 38 45 46 59 148 161
1	27 66 100 102 110 138 262 347 370 424 425
68	15 16 38 41 85 161
53 57	37 39 40 60 73 83 190 211 426
36	18 27 68 135 160
1	286
42	9 12 16 24 68 91 107 427
83	3 5 15 16 24 25 51 66 71 80 116
6	15 110 118 180 181 185 187
117 132	83 87 94 118
4 7	0 2 6 15 37 46 54 76 80
1 121	45
29	15 27 68 81 84 87 133 137 160 203 204
66	78 111 206 244
0 14	25 28 33 37 46 71 89 101 161 298
113	130
6	15 16 24 27 30 32 41 68 71 87 108 116 202 239
32	7 15 17 24 25 27 28 30 32 61 71 80 81 85 94 101 161
0	15 37 46
11 155	15 16 30 32 33 37 116 186 190
30 138	18 111 119 216
99	15 23 25 29 32 80 94 205
0	39 46 83 85 88 96 165
59	13 89 135 297 362
53	41 83 96 165 190
7	15 17 37 41 46 49 54 59 61 89 101 148 299
12 68	26 66 138
1 78 156	15 17 24 38 41 80 161
64	15 18 41 90 189 429
0 51 157	8 15 27 30 37 41 71 78 83 116 119 120 216
117	15 45 99
13	9 15 16 25 27 28 41 45 71 86 116 135 207 218
1	15 18 27 41 90 100 102 295
117	124 301 382 403
4 68	15 23 41 116 118 369
15	15 41 83 116 160 283
125 158	15 147 154 172 173 255 304 415 430 431 432
67	0 15 16 32 33 35 37 46 54 80 81 83 87 91 94 96 143 168 173 186 187 298
50 58	15 16 17 32 39 54 61 83 90 91 116 148 184 239
15	7 15 27 41 71 85 116 207
6	15 16 33 91 101 202 340
52	48 93 206
43	16 23 32 33 51 67 90 101 114 120 161 179 251
26	28 219
51 57 66 83	1 8 15 30 38 67 68 71 153 156
30	92 280
1	6 18 37 90 100 102 118
24 74 107	75 84 119 120
18	107 215
110	16 33 41 78 116 246
1 14	15 27 41 60 116
0	7 15 27 38 44 45 46 59 71 89 101
0 44	11 54 116
112	0 2 7 12 15 38 46 54 71 80 88 94
1 9	0 18 66 68 184
21	15 28 30 75 83 84 90 118 119 216
48	15 16 54 78 83 91 94 137 185 211 434
64 116	11 27 41 54 80 83 90 116 118
0	18 27 41 90 298 435
1	12 27 41 100 102 180 181
52	39 40 48 60 83 85 122 124 126 131 156 165 243 286
17	15 27 38 44 59 67 76 100 102 248 404
67	1 16 32 33 37 40 41 48 49 51 54 55 60 61 78 83 85 90 94 96 108 116 153 165 171 189 434
15	36
64	16 38 41 89 90 116 118 136 143 161 263 295
0	12 15 16 26 41 45 68 178
13	170 303 304
104	15 16 41 116 118
68	15 27 45 71 112 116
32	15 23 44 46 386
118	15 150 197 207
68 80 159	27 38 71
99	18 27 51 90
54	11 36 41 67 103 239 347 421
0 7	44 49
68	10 17 66 110 138 153
15 28 30	15 28 69 86 108 160 187
32	44 93 124 127 130
27 109	10 16 26 27 41 83 87
56	15 28 30 54
6	78 83 111 143 186 258 280
15 24	17
53 54	39 60 73 83 96 127 153 158 165
52	85 90 129
68 90	8 197 207 221
0 24	15 17 23 27 41 45 80 85 142 161
108	148 319 336 395 436
14 44	15 26 27 41 45 46 54 56 57 59 437
37	15 83 85 116 251
7 63 66	7 15 23 38 67 71 80 203
17	9 15 16 25 27 28 41 64 68 71 89 116 119 135 233 431
6 26 27 84 109	83 108
94	15 27 76
33	21 24 41 69 127 150 156 158 162 207 221
53	6 48 60 83 96 153 165 190
20 104	27 77 83 106 110 160 163 383 394
91 121	180
0 7 21	15 18 27 41 51 54 71 83 85
15 24	15 24 27 85 116
0	8 9 38 44 148
124	4 8 15 16 27 32 54 76 91 97 153 264
54	16 40 48 50 67 129 206 244
52	6 96 190
66	27 76 112 113 115
86	15 16 24 27 28 32 33 54 68 91 94 133 172 180 181 228
19 21 22	18 41 66 101 144 239 309
42	15 16 18 24 27 41 57 68 89 116 136
27 109	11 33 68 83 89 107 118 438
101	19 50 321
30	16 32 68 71 78 154
117 132	17 25 36 39 49 61 90 94 107 211
59	27 38 44 46 59 71 135
19 52	6 15 32 33 38 54 67 90 155
43 80	15 28 439
67	16 33 81 98 143 153 169 172 173 175
160	9 125
88	153
11 155	150 180 181
40 41	15 24 30 118
15	15 16 25 33 49 74 100 102
35	11 18 91 92 107 110 137 184 226 285 337
15	15 24 27 85
32	0 1 15 16 32 54 63 68 98 300 301
25	15 16 57 78 116 223 341
27 109	16 41 52 78 83 87
25	440
99	15 51 251 377
1 37	41 278 279 366
8	16
52 54	8 15 21 48 60 83 153 165 190 264
65	39 60 124
0 24	15 16 17 27 30 33 41 46 54 78 80 89 90 110 116 118 143 151 210 221 263 298 380 385
37 43 80	15 23 27 76 89 101 114 120 133 161
68	15 25 38 41 49 87
89	60 130 243
1	15 18 37 100 102 189
61	60 106 238
20	6 28 37 48 60 75 81 90 124 125 129 130 199
13 53	32 39 40 41 48 50 60 73 77 83 96 153 169 171 190 200
6	60 92 143 206
144	42 172 441 442 443
61	9 116 263
112	8 362
21	15 51 64 71 89 275
161	12 15 57 59 68 210 246 250
0 1	15 24 38 71 85
15 24 41	85 100 102 147 206 242
67	15 16 27 41 54 64 68 85 156
6 68	15 17 24 32 87 101 151 169 204
112	195
117	124 130 131 153
0	38 71
6	340
40 48	41 49 67 85 95 96 321
11	180 181 387
0	15 24 27 33 80 81 85 116 204 208 317 404
6 68	15 38 41 85 161
162	47 270 297
91	16 91 108 185 227
4	3 5 15 41 103 178 404
18	15 16 41 67 89 116
112	41 44 45 49 55 89 101 208
1 21	15 16 24 27 41 68 116 160
9	16 32
40	27 75 85 96 118
6	16 78 159
15	15 27 41 78 118 207 414
78	15 37 46 83 116
83	16 18 66 68 138 160 262
127	10 15 16 24 25 27 41 80 89 116
7 54	48 124 444
79	0 17 36 54 98 299
1	37 100 102 256
6 7 11 163	16 140
17	15 25 45 49 60 67 77 89 101 103 156 161
153	12 60 83 147 180 181 227
9	27 66 138 272
1 14 37	15 21 27 54 60 78 135
59 70 74 78 117 164	67 118 206
134	23 83 105 109 187
14	15 26 71
10	16
63 129 165 166	2 4 68 71 80 101 152 207 208 364 388
167	60 73 95 243
1	15 23 26 29 38
6 36	16 32 68
127	8 349
25	17 49 61 67 76 100 102 103
6 168	15 16 33 41 46 90 116 118 189 210 221 298 385
8 9 94 123 169	445
1	78 83 94 118 187
62	9 15 24 25 41 54 69 71 94 298
6 12 20 21	15 46 48 81 88 116 135 159 218 275 362
32	1 2 32 33 69 101 153 203 385 405 408 409 423
43	15 16 23 27 54 78 119 135 137 195 233 446
1	11 36 116
6	15 75 187 280
1	15 23 29 51 69 78 85 113 115 120
31	15 41 116 160 185
23 111	33 60 242
0 1	0 15 17 24 27 79 80 82 85 100 102 161 205 254
74 105	8 9 16 17 24 38 67 69 78 87 120 162 191
43	75 81 83 118
59	15 17 67 71
6	15 30 41 51 118
1	15 18 41 116
0 17 170	7 17 46 66 71 86 116 272
67	15 24 27 41 85 116 422
1 9 83	18 27 41 45 54 57 160 185 189 210 239 256
85	16 60 77 111 117 120 180 181 191 204 239
49	17 23 71 94
54 66	8 50 60 83 124 190 206
59	51 76 99
1 55	36 41 54 103 184 239 347
6	15 16 219 447
17	12 15 38 45 67 228
55	15 25 28 32 33 37 54 90 94 298
24 92	15 16 17 27 28 30 32 38 44 68 69 71 78 84 85 87 144 150 207 254
51	37 143 173 304 349
29 58	11 16 33 68 116 136 137 160 189 219 448 449
8	23 52 151
7	5 15 16 24 25 32 54 71 76 80 150
36	16 23 54 61 72 137 185
14	83 96 124 165
66	108 160 185 226
6 80	28 191 206
41 82 92	8 15 16 17 24 38 68 69 71 78 87 111 144 350
1	15 23 29 41 80 100 102 207 386
0 11 49	10 15 37 100 102 275
19 64 83	27 135
171	15 16 27 32 85 86 89 116 136 203
113	95 100 102 131 147
37	18 23 37 85 90 100 102 120 133 161
25	2 7 8 9 15 16 25 38 68 80 162 191 228
6 28 118	0 31 316
1	3 5 15 37 46 86 100 102 266 272
113	2 3 5 6 15 38 46 54 101 148
25	15 25 46 75 77 78 88 103 362 380
0	15 46 53 135 296
24	77 119 121 162 187 283 450
25	23 28 57 66 98 103 108 116 341 451
1	15 23 27 33 37 67 71 76 77 83 85 89 90 101 103 110 112 116 118 147 259
159	17 27 41 85 116
74 110	24 60 73 144 206
15	27 51 85
7 53	48 56 60 305 353 354 355
6	280 350
6	15 16 25 64 71 78 114 116
94	10 38 189
105	8 16 38 67 78 101 120 150
25	2 15 16 24 25 41 54 68 71
25	11 73 103 162 171 191 200 228 265
15	41 117
41	75 85 118
54 57	15 41 55 58 59 178
53 117	15 39 40 41 42 48 60 83 96 153 165
46 74	16 40 150 156 197 207
